temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
29.14,59.94,1010.59,261.58,45.75,77.25,4.21,0.002,-1.245,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.16,64.15,1011.93,123.46,83.96,53.61,0.2,-0.002,0.786,Normal,Safe,Maintain Regular Monitoring
24.61,60.44,1013.94,96.8,41.22,60.77,0.08,0.016,0.032,Normal,Safe,Maintain Regular Monitoring
27.51,65.36,1014.5,81.03,72.42,59.39,0.2,0.042,1.546,Normal,Safe,Maintain Regular Monitoring
22.57,61.29,1014.1,116.45,40.15,58.86,0.2,0.052,-0.694,Normal,Safe,Maintain Regular Monitoring
26.56,60.28,1013.15,189.24,88.85,52.18,0.08,0.025,-0.782,Normal,Safe,Maintain Regular Monitoring
24.3,62.92,1007.95,172,118.34,92.23,3.07,-0.024,1.777,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.99,63.26,1011.74,214.09,58.26,62.14,0.18,0.108,0.554,Normal,Safe,Maintain Regular Monitoring
26.13,52.04,1009.72,1672.91,103.15,68.2,0.31,0.354,35.696,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
25.53,67.15,1009.54,121.68,126.11,77.76,4.29,-0.011,0.518,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
29.93,86.62,1002.9,274.3,357.47,43.76,0.11,0.088,1.929,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
53.56,30.02,1009,356.02,656.02,69.58,0.4,2.292,10.75,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.02,65.1,1011.35,174.16,50.39,50.21,0.12,0.045,0.539,Normal,Safe,Maintain Regular Monitoring
55.87,38.24,1009.31,445.86,327.03,73.81,0.35,2.153,8.59,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.1,56,1009.99,3031.13,140.29,52.74,0.18,0.306,84.865,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.9,61.23,1012.84,1614.05,151.77,56.8,0.28,0.155,43.459,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
21.04,65.28,1009.32,117.82,59.46,56.59,0.18,0.033,-1.729,Normal,Safe,Maintain Regular Monitoring
33.88,82.95,1005.42,341.73,281.88,48.43,0.13,-0.014,0.43,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
27.34,69.99,1016.38,2384.12,171.35,62.06,0.15,0.182,67.045,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.08,63.63,1014.35,42.22,86.35,65.62,0.2,0.023,-0.588,Normal,Safe,Maintain Regular Monitoring
27.87,64,1007.23,4408.48,109.03,66.36,0.28,0.344,29.088,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.43,74.69,1006.64,1482.81,163.43,54.21,0.24,0.132,43.722,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
34.44,94.32,996.08,247.66,300.97,45.62,0.15,0.029,-0.931,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
23.82,60.17,1011.87,206.23,81.47,104.88,2.82,-0.003,1.147,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.71,66.95,1013.04,199.27,99.73,112.49,4.04,-0.027,0.618,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.17,63.89,1012.54,66.87,53.75,56.78,0.16,0.025,-1.912,Normal,Safe,Maintain Regular Monitoring
27.15,57.7,1001.17,1631.9,80.48,66.51,0.33,0.231,58.26,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.64,55.57,1010.89,4609.94,158.58,69.15,0.27,0.228,27.568,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.21,60.58,1015.04,66.89,91.17,61.48,0.12,0.082,-0.012,Normal,Safe,Maintain Regular Monitoring
22.52,59.8,1020.65,85.63,30.49,61.45,0.06,0.036,-0.036,Normal,Safe,Maintain Regular Monitoring
27.54,62.28,1010.92,245.38,48.85,117.47,3.65,0.008,-0.358,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.54,66.06,1016.63,70.11,91.52,59.74,0.21,0.118,1.088,Normal,Safe,Maintain Regular Monitoring
48.33,35.11,1004.43,624.24,349.16,71.16,0.19,1.669,10.52,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.01,58.66,1012.33,57.13,46.23,64.47,0.09,0.076,0.405,Normal,Safe,Maintain Regular Monitoring
23.68,62.78,1013.37,132.4,53.72,55.91,0.24,-0.038,1.05,Normal,Safe,Maintain Regular Monitoring
22.57,62.91,1013.23,159.85,69.92,47.73,0.06,0.073,3.056,Normal,Safe,Maintain Regular Monitoring
26.88,66.77,1010.98,71.77,115.38,82.24,5.89,0.009,-0.886,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
32.9,94.81,998.52,176.33,502.9,49.1,0.08,0.016,0.731,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.96,62.89,1012.71,212.07,56.87,90.72,6.06,0.058,0.872,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.1,62.88,1010.86,3749.6,82.65,59.99,0.1,0.187,26.082,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.92,64.36,1013.44,94.28,62.47,55.38,0.07,0.078,2.124,Normal,Safe,Maintain Regular Monitoring
40.81,43.17,1009.92,258.43,665.62,61.88,0.38,1.229,5.417,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.95,56.38,1008.66,1691.21,113.21,65.28,0.22,0.363,53.795,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
30.46,94.47,1009.05,174.42,368.53,48.86,0.05,0.121,2.133,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.57,56.79,1009.24,217.91,74.02,46.22,0.09,0.021,1.082,Normal,Safe,Maintain Regular Monitoring
26.42,64.52,1013,3821.42,178.15,57.02,0.18,0.311,69.501,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.31,67.44,1012.19,51.44,51.75,37.01,0.15,0,-1.881,Normal,Safe,Maintain Regular Monitoring
25.45,64.64,1011.29,140.24,89.58,54.73,0.22,0.021,0.481,Normal,Safe,Maintain Regular Monitoring
25.56,64.24,1013.43,162.73,66.51,110.36,2.58,-0.021,-1.365,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.42,62.7,1004.28,1879.47,75.8,60.89,0.24,0.125,40.754,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
28.24,62.61,1007.48,2398.51,133.15,71.1,0.34,0.029,84.825,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.03,68.34,999.07,4743.02,154.93,61.31,0.21,0.201,83.875,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.39,51.96,1008.39,937.27,112.56,78.69,0.23,0.334,64.493,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
28.57,59.72,1010.92,230.48,112.3,106.33,1.91,-0.013,0.404,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
30.9,90.38,1006.72,278.93,368.22,50.42,0.06,-0.017,0.112,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.25,58.17,1012.27,196.51,48.73,84.88,6.5,-0.019,-0.573,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.31,63.18,1010.95,137.91,81.86,110.48,4.35,-0.022,-0.931,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.68,54.95,1008.11,118.63,56.41,62.69,0.11,0.046,0.985,Normal,Safe,Maintain Regular Monitoring
28.6,59.74,1012.14,88.1,42.34,108.84,2.83,-0.018,0.663,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.57,62.56,1005.26,2882.35,83.45,71.29,0.23,0.361,79.853,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.99,62.06,1010.12,130.23,50.03,59.94,0.14,0.016,-0.608,Normal,Safe,Maintain Regular Monitoring
28.57,91.55,1005.43,320.26,523.64,46.78,0.06,-0.044,4.87,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.07,65.79,1014.45,93.1,38.96,55.59,0.09,-0.023,0.299,Normal,Safe,Maintain Regular Monitoring
32.87,91.14,1009.45,245.96,292.68,42.79,0.15,-0.072,2.065,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.91,70.74,1009.18,3812.63,123.04,63.28,0.14,0.182,20.272,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
51.82,33.84,1014.82,291.55,635.27,55.34,0.36,3.192,2.003,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
51.13,43.34,1009.51,428.44,445.23,69.49,0.4,1.092,10.165,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
33.4,86.86,1003.58,357.09,210.02,51.05,0.12,0.172,3.235,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
48.35,45.14,1012.78,744.98,298.72,69.5,0.42,2.64,8.992,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
57.68,29.5,1004.71,785.86,591.13,65.1,0.44,2.027,9.862,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.94,64.79,1014.97,200.8,98.31,56.82,0.09,0.006,0.111,Normal,Safe,Maintain Regular Monitoring
30.58,50.48,1001.74,4486.42,179.81,68.25,0.2,0.376,61.41,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.47,55.46,1007.81,106.7,66.82,59.99,0.12,0.056,2.239,Normal,Safe,Maintain Regular Monitoring
24.77,61.75,1018.78,196.04,112.56,107.26,4.52,-0.01,0.28,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
29.08,48.05,1006.85,4642.23,102.62,73.06,0.29,0.154,71.175,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
19.7,61.16,1011.14,173.65,82.3,115.1,5.09,0.015,-0.408,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.71,63.22,1009.47,116.11,72.17,63.25,0.19,0.102,-0.114,Normal,Safe,Maintain Regular Monitoring
24.16,61,1012.64,190.04,64.68,49.52,0.23,0.113,-1.377,Normal,Safe,Maintain Regular Monitoring
20.57,60.35,1014.13,209.28,61.99,114.83,4.71,-0.032,0.981,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.73,60.11,1015.63,132.16,51.06,56.53,0.16,0.063,-0.872,Normal,Safe,Maintain Regular Monitoring
23.1,57.5,1019.51,235.5,46.2,52.84,0.1,0.089,0.833,Normal,Safe,Maintain Regular Monitoring
26.37,70.61,1017.47,169.43,78.08,53.73,0.06,-0.015,3.072,Normal,Safe,Maintain Regular Monitoring
25.78,62.42,1008.7,283.26,79.82,90.06,6.26,0.007,-0.054,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.85,65.97,1014.12,94.67,58.61,120.72,3.5,0.039,1.321,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.33,59.02,1004.75,2334.02,111.98,53.97,0.14,0.133,59.828,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.53,66.19,1010.71,186.21,86.55,49.28,0.17,0.008,2.31,Normal,Safe,Maintain Regular Monitoring
27.05,66.25,1014.81,149.28,70.53,53.38,0.15,-0.052,0.626,Normal,Safe,Maintain Regular Monitoring
22.75,62.52,1006.29,168.07,57.97,89.83,4.45,0.024,-1.184,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
37.04,45.31,1014.29,394.33,648.14,53.23,0.37,3.167,5.707,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.99,54.89,1007.29,196.08,46.11,50.44,0.1,-0.023,-0.455,Normal,Safe,Maintain Regular Monitoring
25.09,69.75,1009.01,94.25,56.36,58.47,0.15,-0.062,-1.871,Normal,Safe,Maintain Regular Monitoring
24.14,64.06,1011.35,208.43,96.25,60.1,0.06,-0.023,-1.231,Normal,Safe,Maintain Regular Monitoring
52.92,45.27,1014.44,560.1,461.77,66.53,0.26,1.294,10.945,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.07,65.91,1009.03,240.23,112.96,114.97,2.4,-0.013,1.023,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.89,64.18,1016.92,199.67,39.56,60.47,0.07,-0.023,0.198,Normal,Safe,Maintain Regular Monitoring
25.56,64.21,1009.73,55.57,85.71,59.05,0.21,-0.031,0.284,Normal,Safe,Maintain Regular Monitoring
24.63,65.48,1015.11,210.06,62.89,65.17,0.16,0.067,0.256,Normal,Safe,Maintain Regular Monitoring
28.29,64.57,1013.03,233.33,116.94,79.68,3.58,0.018,-0.007,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.71,64.42,1011.23,175.45,46.32,54.67,0.2,0.093,-1.348,Normal,Safe,Maintain Regular Monitoring
22.61,64.22,1012.42,157.85,90.24,92.17,3.55,-0.01,1.884,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
50.35,32.1,1011.38,415.99,512.76,67.83,0.32,2.326,8.151,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.26,60.01,1006.71,3893.67,187.61,52.29,0.34,0.062,47.194,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
21.6,55.73,1015.65,52.04,42.77,52.7,0.23,0.033,-0.09,Normal,Safe,Maintain Regular Monitoring
25.04,56.68,1012.66,226.92,71.84,55.78,0.18,0.031,3.304,Normal,Safe,Maintain Regular Monitoring
38.07,45.68,1007.36,712.21,238.46,67.85,0.41,3.114,10.158,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
26.67,52.64,1007.23,111.53,117.47,95.25,2.45,-0.038,0.95,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
56.65,28.22,1010.01,664.85,295.15,66.5,0.3,1.911,10.903,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
36.2,47.53,1006.38,289.75,467.53,70.59,0.22,1.613,4.451,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.79,72.07,1013.35,176.33,36.22,60.63,0.24,0.065,2.825,Normal,Safe,Maintain Regular Monitoring
23.91,65.08,1012.52,81.99,41.89,71.27,5.21,0.026,-0.007,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
29.86,65.57,1006.27,172.93,41.55,97.6,1.98,0.021,0.709,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.97,66.75,1008.71,173,85.51,51.81,0.19,-0.011,-1.484,Normal,Safe,Maintain Regular Monitoring
27.6,62.95,1013.4,125.99,124.42,86.33,6.4,0.071,1.246,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
53.89,34.75,1011.09,1069.42,230.09,76.61,0.32,2.856,10.662,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
49.27,44.32,1005.32,515.44,325.15,80.8,0.21,2.637,5.941,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.57,69.95,1016,249.37,97.07,115.07,4.88,-0.038,1.196,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
34.09,92.47,1011.75,410.31,541.72,51.33,0.09,0.002,-0.871,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
41.45,45.65,1009.34,556.72,505.45,75.86,0.2,1.623,6.483,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.69,61.62,1016.98,211.11,41.44,53.54,0.07,0.096,-0.298,Normal,Safe,Maintain Regular Monitoring
21.72,61.09,1013.52,171.36,85.93,57,0.24,-0.041,2.331,Normal,Safe,Maintain Regular Monitoring
28.8,59.88,1015.63,228.11,122.46,70.27,6.07,-0.012,-1.482,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.01,63.54,1019.18,109.64,60.75,52.31,0.15,0.049,1.401,Normal,Safe,Maintain Regular Monitoring
27.08,59.09,1001.82,4082.57,135.71,43.92,0.32,0.244,67.818,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
30.52,59.26,1004.73,1780.03,188.11,78.18,0.17,0.253,37.526,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
29.51,53.78,1015.42,3188.41,162.26,39.95,0.12,0.233,61.837,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
43.21,36.19,1015.13,446.49,670.48,69.24,0.3,1.393,7.075,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25,68.45,1014.43,206.36,92.19,94.92,4.12,0.021,1.412,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.53,54.75,1016.08,57.48,65.22,52.97,0.08,-0.041,1.536,Normal,Safe,Maintain Regular Monitoring
25.44,61.15,1012.21,59.66,55.86,61.83,0.19,0.011,1.162,Normal,Safe,Maintain Regular Monitoring
27.15,58.99,1011.99,62.23,52.38,56.55,0.06,-0.018,2.776,Normal,Safe,Maintain Regular Monitoring
28.42,88.61,1009.68,369.7,236.96,40.93,0.08,0.054,0.773,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
57.65,38.29,1006.46,880.6,534.15,65.16,0.38,3.18,3.715,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.4,63.01,1013,187.75,47.75,41.69,0.11,0.012,1.816,Normal,Safe,Maintain Regular Monitoring
34.12,84.17,1007.75,396.86,296.63,43.98,0.17,-0.061,0.584,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
29.12,88.62,1006.47,374.35,514.45,39.07,0.17,0.072,2.46,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
28.53,92.01,1004.28,370.71,548.95,48.76,0.09,-0.114,2.754,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
29.37,85.48,1006.05,421.85,520.33,38.77,0.05,-0.069,-0.632,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.97,60.89,1010.79,162.66,63.48,60.15,0.12,0.047,0.202,Normal,Safe,Maintain Regular Monitoring
23.99,63.5,1008.63,108.07,77.03,95.51,4.31,0.012,-0.244,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.76,64.93,1009.15,3266.01,126.8,56.4,0.2,0.17,42.882,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
30.3,92.8,1006.84,424.94,498.93,49.17,0.18,0.134,2.655,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
27.71,67.79,1011.37,81.99,83.57,102.8,3.33,0.011,0.959,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.64,68.8,1010.86,242.52,79.96,103.2,4.39,-0.03,1.413,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
38.26,33.3,1008.6,472.55,513.35,62.97,0.44,2.652,11.266,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.77,66.39,1007.97,185.32,87.69,54.86,0.21,0.024,2.182,Normal,Safe,Maintain Regular Monitoring
51.07,46.29,1010.85,497.06,360.39,90.04,0.39,2.012,3.635,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.85,59.55,1018.29,173.06,52.91,82.7,6.19,-0.024,0.486,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.82,73.93,1013.69,96.14,124.74,85.52,6,0.041,-0.873,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.62,68.73,1017.88,54.41,74.33,56.71,0.24,0.036,1.635,Normal,Safe,Maintain Regular Monitoring
25.7,59.7,1012.09,131.93,68.34,62.36,0.21,-0.041,1.334,Normal,Safe,Maintain Regular Monitoring
25.16,57,1009.44,103.61,50.28,49.2,0.2,0.082,0.842,Normal,Safe,Maintain Regular Monitoring
24.64,58.79,1016.78,205.24,98.32,110.15,2.12,0.05,1.287,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
34.95,91.71,1008.78,356.05,385.04,50.15,0.18,0.093,3.644,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.86,60.14,1016.11,78.51,77.55,50.24,0.1,-0.037,1.738,Normal,Safe,Maintain Regular Monitoring
27.64,55.31,1010.77,2246.54,178.05,57.28,0.3,0.184,38.612,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
33.5,87.74,1002.11,355.38,414.83,51.66,0.17,0.182,-0.07,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.62,61.94,1009.99,110.47,79.7,110.55,3.49,-0.064,-0.309,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
55.27,46.78,1010.68,775.22,625.44,70.05,0.19,1.902,5.238,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
48.88,34.03,1008.73,791.72,389,70.49,0.21,1.708,10.474,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.92,64.32,998.86,3413.32,111.74,60.21,0.15,0.014,34.895,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.2,60.15,1013.74,149.56,83.47,61.99,0.09,0.067,-2.297,Normal,Safe,Maintain Regular Monitoring
54.56,29.21,1015.51,1081.21,591.29,72.92,0.23,2.716,9.633,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.59,66.85,1012.39,125.43,44.68,101.64,4.59,0.003,0.57,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.03,83.54,1001.78,255.26,238.42,49.84,0.16,-0.014,2.596,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
